claim_id,claim_amount,claim_date,claim_type,avg_claim_for_type,customer_id,customer_name,age,location,high_risk_location,policy_id,policy_type,policy_coverage,policy_start_date,policy_expiry_date,premium_payment_irregular,accident_type,accident_requires_police_report,police_report,report_date_mismatch,no_witnesses,vehicle_id,vehicle_type,vehicle_age,damage_match,previous_claims,previous_fraud,claim_frequency,claims_in_last_30_days,document_status,report_consistency,multiple_policies_same_vehicle,label_is_fraud_synthetic
CLM-1461,288542.99,2025-02-14,Total Loss,250000,CUST-2461,Brian Crawford,36,Salem,True,POL-3461,Comprehensive Motor,750000,2022-10-23,2023-10-23,False,Total Loss,True,True,False,False,VEH-4461,Sedan,6,True,1,False,0.5,0,complete,True,False,False
CLM-1497,148797.27,2024-11-10,Natural Calamity,120000,CUST-2497,Lisa Smith,29,Salem,True,POL-3497,Zero Depreciation,360000,2022-11-05,2023-11-05,False,Natural Calamity,False,True,False,False,VEH-4497,Two-Wheeler,11,True,1,False,0.9,0,complete,True,False,False
CLM-1211,7371.9,2026-06-11,Windscreen Damage,12000,CUST-2211,Samuel Novak,29,Chennai,False,POL-3211,Third-Party Motor,96000,2025-11-05,2026-11-05,False,Windscreen Damage,False,True,False,False,VEH-4211,Hatchback,13,True,0,False,1.1,0,complete,True,False,False
CLM-1101,13402.48,2026-07-29,Windscreen Damage,12000,CUST-2101,Christopher Hill,39,Chennai,False,POL-3101,Zero Depreciation,60000,2026-04-17,2027-04-17,False,Windscreen Damage,False,True,False,False,VEH-4101,Two-Wheeler,12,True,1,False,0.8,0,complete,True,False,False
CLM-1334,7190.3,2026-08-25,Windscreen Damage,12000,CUST-2334,Rhonda Hernandez,58,Trichy,True,POL-3334,Third-Party Motor,96000,2026-05-17,2027-05-17,False,Windscreen Damage,False,True,False,False,VEH-4334,Two-Wheeler,6,True,0,False,0.5,0,complete,True,False,False
CLM-1475,61364.54,2026-06-24,Collision,55000,CUST-2475,Ronald Dyer,52,Madurai,False,POL-3475,Third-Party Motor,440000,2026-05-15,2027-05-15,False,Collision,True,True,False,False,VEH-4475,SUV,4,True,1,False,0.4,0,complete,True,False,False
CLM-1336,229650.83,2024-10-18,Fire,150000,CUST-2336,Mrs. Catherine Davis DDS,54,Trichy,True,POL-3336,Third-Party Motor,1200000,2022-11-28,2023-11-28,False,Fire,True,True,False,False,VEH-4336,Hatchback,14,True,1,False,0.5,0,complete,True,False,False
CLM-1440,237586.39,2023-08-21,Fire,150000,CUST-2440,Denise Bass,36,Trichy,True,POL-3440,Zero Depreciation,1200000,2022-02-03,2023-02-03,False,Fire,True,True,False,False,VEH-4440,Hatchback,10,True,1,False,0.9,0,complete,True,False,False
CLM-1173,9869.53,2024-06-24,Windscreen Damage,12000,CUST-2173,Mary Watts,23,Hyderabad,False,POL-3173,Third-Party Motor,96000,2023-01-22,2024-01-22,False,Windscreen Damage,False,True,False,False,VEH-4173,Truck,3,True,1,False,0.8,0,complete,True,False,False
CLM-1002,39281.5,2023-03-26,Windscreen Damage,12000,CUST-2002,Barbara Mosley,25,Chennai,False,POL-3002,Comprehensive Motor,96000,2023-03-24,2024-03-23,False,Windscreen Damage,False,False,False,True,VEH-4002,Sedan,6,False,4,False,3.2,0,incomplete,False,False,True
CLM-1333,5905.06,2024-04-10,Windscreen Damage,12000,CUST-2333,Kelly Perez,36,Trichy,True,POL-3333,Comprehensive Motor,60000,2023-10-12,2024-10-11,True,Windscreen Damage,False,True,False,False,VEH-4333,Two-Wheeler,13,True,1,False,0.2,0,complete,True,False,False
CLM-1409,167407.84,2025-01-05,Natural Calamity,120000,CUST-2409,Dustin Williams,23,Chennai,False,POL-3409,Zero Depreciation,360000,2024-03-21,2025-03-21,False,Natural Calamity,False,True,False,False,VEH-4409,SUV,1,True,0,False,0.7,0,complete,True,False,False
CLM-1070,475085.78,2026-06-23,Natural Calamity,120000,CUST-2070,Robert Gordon,23,Trichy,True,POL-3070,Third-Party Motor,360000,2026-06-01,2027-06-01,True,Natural Calamity,False,True,False,False,VEH-4070,Hatchback,6,False,5,False,4.0,2,complete,True,False,True
CLM-1209,164710.91,2025-05-19,Fire,150000,CUST-2209,Timothy Arroyo,49,Bengaluru,False,POL-3209,Third-Party Motor,1200000,2022-07-22,2023-07-22,False,Fire,True,True,False,False,VEH-4209,Hatchback,7,True,0,False,0.0,0,complete,True,False,False
CLM-1063,339399.66,2024-06-25,Natural Calamity,120000,CUST-2063,Kathleen Christian,31,Bengaluru,False,POL-3063,Comprehensive Motor,960000,2024-06-23,2025-06-23,True,Natural Calamity,False,False,False,False,VEH-4063,SUV,12,False,3,False,2.2,1,complete,True,False,True
CLM-1384,9375.2,2022-11-18,Windscreen Damage,12000,CUST-2384,Megan Campos,52,Hyderabad,False,POL-3384,Zero Depreciation,96000,2022-10-09,2023-10-09,False,Windscreen Damage,False,True,False,False,VEH-4384,Sedan,1,True,1,False,0.5,0,complete,True,False,False
CLM-1093,37954.91,2025-01-11,Windscreen Damage,12000,CUST-2093,Juan Montgomery,22,Bengaluru,False,POL-3093,Third-Party Motor,96000,2024-12-23,2025-12-23,False,Windscreen Damage,False,True,True,False,VEH-4093,Hatchback,12,True,2,False,2.9,2,complete,False,False,True
CLM-1485,117190.89,2025-10-20,Total Loss,250000,CUST-2485,Tammy Wade,52,Chennai,False,POL-3485,Third-Party Motor,2000000,2025-02-28,2026-02-28,False,Total Loss,True,True,False,False,VEH-4485,Truck,4,True,1,False,1.0,0,complete,True,False,False
CLM-1185,50314.54,2026-02-27,Theft,90000,CUST-2185,Jason Williams,51,Salem,True,POL-3185,Third-Party Motor,270000,2025-10-28,2026-10-28,False,Theft,True,True,False,False,VEH-4185,Two-Wheeler,0,True,0,False,1.0,0,complete,True,False,False
CLM-1033,606332.53,2023-04-29,Fire,150000,CUST-2033,Cynthia Allen,51,Trichy,True,POL-3033,Comprehensive Motor,750000,2023-04-06,2024-04-05,False,Fire,True,True,False,False,VEH-4033,Truck,8,True,2,False,3.2,2,incomplete,True,False,True
CLM-1077,488100.4,2025-03-30,Fire,150000,CUST-2077,Erica Daugherty,49,Madurai,False,POL-3077,Comprehensive Motor,750000,2025-03-26,2026-03-26,False,Fire,True,False,False,False,VEH-4077,Two-Wheeler,9,False,3,False,3.1,0,incomplete,False,False,True
CLM-1000,477611.87,2023-07-29,Natural Calamity,120000,CUST-2000,Rachel Thomas,37,Bengaluru,False,POL-3000,Comprehensive Motor,360000,2023-07-18,2024-07-17,True,Natural Calamity,False,False,False,True,VEH-4000,Sedan,7,False,3,True,3.2,2,incomplete,False,False,True
CLM-1011,42179.69,2024-01-10,Windscreen Damage,12000,CUST-2011,Joseph Page,47,Coimbatore,False,POL-3011,Comprehensive Motor,96000,2023-12-29,2024-12-28,False,Windscreen Damage,False,False,True,True,VEH-4011,SUV,4,False,5,False,2.3,0,incomplete,True,False,True
CLM-1415,101418.57,2026-04-27,Fire,150000,CUST-2415,Robert Rivers,19,Trichy,True,POL-3415,Zero Depreciation,450000,2026-01-30,2027-01-30,False,Fire,True,True,False,False,VEH-4415,Truck,13,True,0,False,1.2,0,complete,True,False,False
CLM-1022,578321.12,2026-01-25,Total Loss,250000,CUST-2022,Alexis Briggs,68,Bengaluru,False,POL-3022,Comprehensive Motor,2000000,2026-01-16,2027-01-16,False,Total Loss,True,True,False,False,VEH-4022,Two-Wheeler,3,True,5,False,1.8,1,incomplete,False,False,True
CLM-1072,1091384.84,2025-09-16,Total Loss,250000,CUST-2072,Nicholas Franklin,55,Chennai,False,POL-3072,Comprehensive Motor,1250000,2025-09-13,2026-09-13,False,Total Loss,True,False,False,True,VEH-4072,Hatchback,13,False,2,True,1.8,2,incomplete,True,False,True
CLM-1182,77021.04,2026-07-27,Natural Calamity,120000,CUST-2182,Christopher Nelson,25,Chennai,False,POL-3182,Third-Party Motor,960000,2026-04-07,2027-04-07,False,Natural Calamity,False,True,False,False,VEH-4182,Sedan,13,True,0,False,1.0,0,complete,True,False,False
CLM-1131,75058.12,2026-05-05,Natural Calamity,120000,CUST-2131,Jodi Sanchez,44,Coimbatore,False,POL-3131,Third-Party Motor,600000,2025-12-10,2026-12-10,False,Natural Calamity,False,True,False,False,VEH-4131,Two-Wheeler,0,True,1,False,0.1,0,complete,True,False,False
CLM-1410,159516.17,2024-09-16,Natural Calamity,120000,CUST-2410,Sandra Smith,32,Chennai,False,POL-3410,Zero Depreciation,600000,2022-04-03,2023-04-03,False,Natural Calamity,False,True,False,False,VEH-4410,Hatchback,8,True,1,False,0.1,0,complete,True,False,False
CLM-1193,322871.89,2025-12-30,Total Loss,250000,CUST-2193,Garrett Fleming,57,Hyderabad,False,POL-3193,Zero Depreciation,2000000,2025-11-05,2026-11-05,False,Total Loss,True,True,False,False,VEH-4193,Sedan,0,True,0,False,0.3,0,complete,True,False,False
CLM-1055,31510.95,2022-06-14,Windscreen Damage,12000,CUST-2055,Leslie Jones,21,Chennai,False,POL-3055,Zero Depreciation,36000,2022-05-31,2023-05-31,False,Windscreen Damage,False,True,True,True,VEH-4055,Two-Wheeler,4,False,3,False,3.1,0,complete,False,False,True
CLM-1148,161969.01,2024-10-28,Natural Calamity,120000,CUST-2148,Crystal Rodriguez,42,Hyderabad,False,POL-3148,Zero Depreciation,960000,2024-07-18,2025-07-18,True,Natural Calamity,False,True,False,False,VEH-4148,SUV,6,True,0,False,0.1,0,complete,True,False,False
CLM-1018,651893.01,2024-06-16,Fire,150000,CUST-2018,Jason Velazquez,49,Salem,True,POL-3018,Zero Depreciation,750000,2024-05-27,2025-05-27,True,Fire,True,False,False,False,VEH-4018,SUV,11,True,3,True,3.5,1,complete,False,False,True
CLM-1204,18992.94,2026-01-13,Windscreen Damage,12000,CUST-2204,Danielle Nelson,20,Bengaluru,False,POL-3204,Comprehensive Motor,36000,2023-04-24,2024-04-23,False,Windscreen Damage,False,True,False,False,VEH-4204,SUV,14,True,0,False,1.1,0,complete,True,False,False
CLM-1078,164353.28,2025-01-12,Collision,55000,CUST-2078,James Greene,52,Salem,True,POL-3078,Comprehensive Motor,440000,2025-01-07,2026-01-07,False,Collision,True,False,False,False,VEH-4078,Truck,11,False,2,True,3.6,2,complete,False,False,True
CLM-1494,91380.89,2024-10-16,Natural Calamity,120000,CUST-2494,Jacob Dominguez,59,Hyderabad,False,POL-3494,Third-Party Motor,360000,2024-05-31,2025-05-31,False,Natural Calamity,False,True,False,False,VEH-4494,Truck,4,True,0,False,1.2,0,complete,True,False,False
CLM-1262,161495.23,2026-01-15,Fire,150000,CUST-2262,Erica Smith,19,Hyderabad,False,POL-3262,Third-Party Motor,450000,2025-07-08,2026-07-08,False,Fire,True,True,False,False,VEH-4262,Two-Wheeler,10,True,0,False,0.1,0,complete,True,False,False
CLM-1323,17795.86,2024-02-13,Windscreen Damage,12000,CUST-2323,Daniel Cook,51,Coimbatore,False,POL-3323,Zero Depreciation,36000,2023-05-27,2024-05-26,False,Windscreen Damage,False,True,False,False,VEH-4323,SUV,9,True,1,False,1.0,0,complete,True,False,False
CLM-1483,63184.75,2025-03-17,Theft,90000,CUST-2483,Rebecca Brooks,25,Trichy,True,POL-3483,Third-Party Motor,450000,2024-03-26,2025-03-26,False,Theft,True,True,False,False,VEH-4483,Truck,14,True,1,False,0.6,0,complete,True,False,False
CLM-1079,365108.59,2022-06-11,Natural Calamity,120000,CUST-2079,Allison Jones,39,Madurai,False,POL-3079,Third-Party Motor,600000,2022-05-24,2023-05-24,False,Natural Calamity,False,False,False,True,VEH-4079,Hatchback,10,False,3,False,2.9,1,complete,False,False,True
CLM-1039,49511.75,2025-10-23,Windscreen Damage,12000,CUST-2039,Christopher Fox,56,Chennai,False,POL-3039,Zero Depreciation,96000,2025-10-11,2026-10-11,True,Windscreen Damage,False,True,True,True,VEH-4039,Truck,0,True,2,False,1.7,0,complete,True,False,True
CLM-1451,133636.95,2026-06-20,Total Loss,250000,CUST-2451,Andrea Wright,25,Hyderabad,False,POL-3451,Zero Depreciation,1250000,2025-11-30,2026-11-30,False,Total Loss,True,True,False,False,VEH-4451,Sedan,0,True,0,False,0.6,0,complete,True,False,False
CLM-1046,53497.84,2024-10-08,Windscreen Damage,12000,CUST-2046,Laurie Wilson,56,Bengaluru,False,POL-3046,Zero Depreciation,36000,2024-09-23,2025-09-23,False,Windscreen Damage,False,False,False,True,VEH-4046,Two-Wheeler,7,False,5,False,3.4,1,incomplete,False,False,True
CLM-1238,55447.89,2026-02-22,Natural Calamity,120000,CUST-2238,Donna Benjamin,46,Salem,True,POL-3238,Comprehensive Motor,360000,2025-09-09,2026-09-09,False,Natural Calamity,False,True,False,True,VEH-4238,Two-Wheeler,14,True,1,False,0.3,0,complete,True,False,False
CLM-1391,227623.8,2024-07-26,Fire,150000,CUST-2391,Cynthia Ray,52,Trichy,True,POL-3391,Third-Party Motor,450000,2022-08-19,2023-08-19,False,Fire,True,True,False,False,VEH-4391,Truck,10,True,0,False,0.2,0,complete,True,False,False
CLM-1352,8238.51,2022-09-19,Windscreen Damage,12000,CUST-2352,Samantha Robinson,38,Madurai,False,POL-3352,Third-Party Motor,60000,2022-02-17,2023-02-17,False,Windscreen Damage,False,True,False,False,VEH-4352,Truck,10,True,1,False,0.3,0,complete,True,False,False
CLM-1341,160867.3,2025-12-07,Fire,150000,CUST-2341,Dr. Christopher Benjamin MD,23,Chennai,False,POL-3341,Comprehensive Motor,1200000,2022-04-04,2023-04-04,False,Fire,True,True,False,False,VEH-4341,Sedan,14,True,0,False,0.4,0,complete,True,False,False
CLM-1277,360716.14,2026-08-05,Total Loss,250000,CUST-2277,Alexander Baird,62,Bengaluru,False,POL-3277,Zero Depreciation,750000,2026-02-22,2027-02-22,False,Total Loss,True,True,False,False,VEH-4277,Hatchback,2,True,1,False,0.0,0,complete,True,False,False
CLM-1290,5756.14,2024-10-15,Windscreen Damage,12000,CUST-2290,Kurt Bryant,64,Hyderabad,False,POL-3290,Comprehensive Motor,36000,2024-06-14,2025-06-14,False,Windscreen Damage,False,True,False,True,VEH-4290,Two-Wheeler,12,True,1,False,1.0,0,complete,True,False,False
CLM-1317,17524.79,2025-10-13,Windscreen Damage,12000,CUST-2317,Travis Schaefer,60,Hyderabad,False,POL-3317,Zero Depreciation,60000,2023-12-24,2024-12-23,False,Windscreen Damage,False,True,False,False,VEH-4317,Sedan,11,True,1,False,0.6,0,complete,True,False,False
CLM-1304,329596.37,2024-05-24,Total Loss,250000,CUST-2304,Mrs. Diana West,21,Hyderabad,False,POL-3304,Third-Party Motor,750000,2022-05-19,2023-05-19,False,Total Loss,True,True,False,True,VEH-4304,Sedan,1,True,1,False,1.1,0,complete,True,False,False
CLM-1268,369512.62,2023-04-10,Total Loss,250000,CUST-2268,Jennifer Marks,24,Salem,True,POL-3268,Third-Party Motor,1250000,2022-11-05,2023-11-05,False,Total Loss,True,True,False,True,VEH-4268,Two-Wheeler,3,True,1,False,0.8,0,complete,True,False,False
CLM-1069,146564.14,2026-05-27,Collision,55000,CUST-2069,Eric Santiago,24,Coimbatore,False,POL-3069,Zero Depreciation,440000,2026-05-22,2027-05-22,False,Collision,True,False,False,True,VEH-4069,Hatchback,13,True,3,True,2.7,1,incomplete,False,False,True
CLM-1455,88809.36,2026-03-14,Theft,90000,CUST-2455,Daniel Daniels,34,Hyderabad,False,POL-3455,Zero Depreciation,720000,2022-06-15,2023-06-15,False,Theft,True,True,False,True,VEH-4455,SUV,12,True,0,False,0.0,0,complete,True,False,False
CLM-1465,13434.51,2026-07-21,Windscreen Damage,12000,CUST-2465,Amanda Fisher,46,Coimbatore,False,POL-3465,Comprehensive Motor,96000,2025-05-24,2026-05-24,False,Windscreen Damage,False,True,False,False,VEH-4465,Hatchback,7,True,0,False,0.1,0,complete,True,False,False
CLM-1154,7326.66,2022-09-27,Windscreen Damage,12000,CUST-2154,Steven Davidson,34,Coimbatore,False,POL-3154,Zero Depreciation,36000,2022-02-22,2023-02-22,False,Windscreen Damage,False,True,False,True,VEH-4154,SUV,12,True,0,False,0.3,0,complete,True,False,False
CLM-1082,779813.78,2024-05-28,Total Loss,250000,CUST-2082,Jennifer Burns,46,Trichy,True,POL-3082,Comprehensive Motor,1250000,2024-05-11,2025-05-11,False,Total Loss,True,False,False,True,VEH-4082,Two-Wheeler,12,False,4,False,2.5,0,complete,False,False,True
CLM-1477,90782.85,2025-04-03,Theft,90000,CUST-2477,Deborah Mills,42,Coimbatore,False,POL-3477,Third-Party Motor,270000,2024-10-06,2025-10-06,True,Theft,True,True,False,False,VEH-4477,SUV,7,True,0,False,0.5,0,complete,True,False,False
CLM-1172,7514.84,2025-06-29,Windscreen Damage,12000,CUST-2172,Crystal Todd,26,Coimbatore,False,POL-3172,Third-Party Motor,96000,2023-11-12,2024-11-11,False,Windscreen Damage,False,True,False,False,VEH-4172,Two-Wheeler,11,True,0,False,1.2,0,complete,True,False,False
CLM-1321,6899.99,2025-06-19,Windscreen Damage,12000,CUST-2321,David Williams,27,Salem,True,POL-3321,Comprehensive Motor,60000,2022-11-11,2023-11-11,False,Windscreen Damage,False,True,False,False,VEH-4321,Two-Wheeler,5,True,1,False,0.3,0,complete,True,False,False
CLM-1090,279657.67,2023-06-02,Theft,90000,CUST-2090,Christopher Wolfe,57,Madurai,False,POL-3090,Third-Party Motor,720000,2023-05-15,2024-05-14,True,Theft,True,False,True,True,VEH-4090,Truck,9,False,4,False,3.4,0,incomplete,False,False,True
CLM-1180,104225.95,2026-08-23,Fire,150000,CUST-2180,Misty Perez,24,Bengaluru,False,POL-3180,Third-Party Motor,750000,2026-01-11,2027-01-11,False,Fire,True,True,False,False,VEH-4180,Truck,3,True,1,False,0.0,0,complete,True,False,False
CLM-1414,78738.9,2024-05-13,Collision,55000,CUST-2414,Jennifer Morgan,37,Bengaluru,False,POL-3414,Comprehensive Motor,165000,2023-12-14,2024-12-13,False,Collision,True,True,False,True,VEH-4414,Two-Wheeler,9,True,0,False,0.5,0,complete,True,False,False
CLM-1312,167151.48,2025-11-29,Natural Calamity,120000,CUST-2312,Lisa Gilbert,61,Coimbatore,False,POL-3312,Third-Party Motor,960000,2023-01-18,2024-01-18,False,Natural Calamity,False,True,False,False,VEH-4312,Truck,8,True,0,False,0.7,0,complete,True,False,False
CLM-1278,141369.27,2024-03-20,Natural Calamity,120000,CUST-2278,Sean Harris,34,Coimbatore,False,POL-3278,Zero Depreciation,600000,2022-02-07,2023-02-07,False,Natural Calamity,False,True,False,False,VEH-4278,Truck,6,True,0,False,0.2,0,complete,True,False,False
CLM-1381,169765.9,2023-06-19,Total Loss,250000,CUST-2381,Cheryl Smith,38,Coimbatore,False,POL-3381,Zero Depreciation,2000000,2022-10-09,2023-10-09,False,Total Loss,True,True,False,False,VEH-4381,Two-Wheeler,9,True,1,False,0.1,0,complete,True,False,False
CLM-1472,74504.66,2025-10-03,Collision,55000,CUST-2472,Donna Atkinson,45,Trichy,True,POL-3472,Comprehensive Motor,440000,2024-06-01,2025-06-01,False,Collision,True,True,False,True,VEH-4472,Hatchback,8,True,0,False,0.9,0,complete,True,False,False
CLM-1362,211993.55,2025-05-13,Fire,150000,CUST-2362,Jennifer Ponce,28,Salem,True,POL-3362,Comprehensive Motor,750000,2024-11-21,2025-11-21,False,Fire,True,True,False,False,VEH-4362,Truck,2,True,1,False,0.9,0,complete,True,False,False
CLM-1324,147431.36,2025-10-29,Natural Calamity,120000,CUST-2324,Nicole Cummings,26,Salem,True,POL-3324,Third-Party Motor,360000,2024-03-03,2025-03-03,False,Natural Calamity,False,True,False,False,VEH-4324,Hatchback,0,True,1,False,1.1,0,complete,True,False,False
CLM-1431,199713.14,2024-06-02,Total Loss,250000,CUST-2431,Lauren White,28,Hyderabad,False,POL-3431,Third-Party Motor,2000000,2024-01-30,2025-01-29,False,Total Loss,True,True,False,False,VEH-4431,Sedan,10,True,0,False,0.4,0,complete,True,False,False
CLM-1347,167732.56,2025-08-08,Total Loss,250000,CUST-2347,Eric Webb,31,Hyderabad,False,POL-3347,Comprehensive Motor,2000000,2024-01-29,2025-01-28,False,Total Loss,True,True,False,False,VEH-4347,Truck,8,True,0,False,1.0,0,complete,True,False,False
CLM-1086,423368.09,2025-10-03,Fire,150000,CUST-2086,Elizabeth Roach,52,Trichy,True,POL-3086,Zero Depreciation,750000,2025-09-11,2026-09-11,False,Fire,True,False,False,False,VEH-4086,Truck,11,True,2,False,1.8,1,incomplete,False,False,True
